pessoa,x,y,z,tempo,hora,som
160,312.696,0,-0.67,17:12,20:46:22,32
160,312.696,0,-0.67,17:12,20:46:22,45
160,0,0,-0.67,17:12,20:46:22,45
160,-301.562,253.041,-0.67,17:12,20:46:22,45
160,-292.547,263.411,-0.67,17:12,20:46:22,45
160,-287.906,268.476,-0.67,17:12,20:46:22,45
160,-283.176,27.346,-0.67,17:13,20:46:23,45
160,-236.911,314.392,-0.67,17:13,20:46:23,45
160,-236.911,314.392,-0.67,17:13,20:46:23,45
160,-242.362,310.209,-0.67,17:13,20:46:23,45
160,-236.911,314.392,-0.67,17:13,20:46:23,45
160,-236.911,314.392,-0.67,17:13,20:46:24,45
160,-236.911,314.392,-0.67,17:13,20:46:24,45
160,-236.911,314.392,-0.67,17:13,20:46:24,45
160,-231.388,318.479,-0.67,17:13,20:46:24,45
160,-231.388,318.479,-0.67,17:13,20:46:24,45
160,-236.911,314.392,-0.67,17:13,20:46:24,45
160,-236.911,314.392,-0.67,17:13,20:46:24,45
160,-236.911,314.392,-0.67,17:14,20:46:24,45
160,-231.388,318.479,-0.67,17:14,20:46:24,45
160,-225.795,322.468,-0.67,17:14,20:46:24,45
160,-225.795,322.468,-0.67,17:14,20:46:24,45
160,-225.795,322.468,-0.67,17:14,20:46:24,45
160,-220.133,32.636,-0.67,17:14,20:46:24,45
160,-220.133,32.636,-0.67,17:14,20:46:24,45
160,-214.403,330.152,-0.67,17:14,20:46:24,45
160,-214.403,330.152,-0.67,17:14,20:46:24,45
160,-208.609,333.844,-0.67,17:14,20:46:24,45
160,-208.609,333.844,-0.67,17:14,20:46:24,45
160,-202.751,337.434,-0.67,17:14,20:46:24,45
160,-196.831,340.921,-0.67,17:14,20:46:24,45
160,-196.831,340.921,-0.67,17:14,20:46:24,45
160,-196.831,340.921,-0.67,17:14,20:46:25,45
160,-196.831,340.921,-0.67,17:14,20:46:25,45
160,-190.851,344.304,-0.67,17:14,20:46:25,45
160,-190.851,344.304,-0.67,17:14,20:46:25,45
160,-184.813,347.582,-0.67,17:15,20:46:25,45
160,-184.813,347.582,-0.67,17:15,20:46:25,45
160,-178.718,350.755,-0.67,17:15,20:46:25,45
160,-166.368,356.778,-0.67,17:15,20:46:25,45
160,-153.816,362.367,-0.67,17:15,20:46:25,45
160,-147.468,364.996,-0.67,17:16,20:46:26,45
160,615.822,388.815,-0.67,17:16,20:46:26,45
160,683.586,387.681,-0.67,17:16,20:46:26,45
160,818.468,385.059,-0.67,17:16,20:46:26,45
160,952.353,381.968,-0.67,17:16,20:46:26,45
160,101.887,380.248,-0.67,17:16,20:46:26,45
160,108.508,378.412,-0.67,17:16,20:46:26,45
160,121.648,374.394,-0.67,17:16,20:46:26,45
160,121.648,374.394,-0.67,17:16,20:46:26,45
160,128.164,372.214,-0.67,17:16,20:46:26,45
160,13.464,369.921,-0.67,17:16,20:46:26,45
160,147.468,364.996,-0.67,17:16,20:46:26,45
160,153.816,362.367,-0.67,17:16,20:46:26,45
160,166.368,356.778,-0.67,17:16,20:46:26,45
